name,type,wzd_offset,mgc_offset,init,wzd_file,mgc_file,xrefs
IMG_GAME_RedSparkle,SAMB_ptr,C5C0,-,,MoM\src\CONQUEST.c:159,-,N/A
IMG_GAME_WizHandsUp,SAMB_ptr,C5BE,-,,MoM\src\CONQUEST.c:157,-,N/A
IMG_GAME_ZappedWiz,SAMB_ptr,C5CA,-,,MoM\src\CONQUEST.c:170,-,N/A
IMG_GUI_Chasm,SAMB_ptr,D13A,-,,MoM\src\Combat.c:1260,-,N/A
IMG_GUI_ChkBoxDn,SAMB_ptr,C984,-,,MoM\src\Settings.c:167,-,N/A
IMG_GUI_ChkBoxNo,SAMB_ptr,C98A,-,,MoM\src\Settings.c:172,-,N/A
IMG_GUI_ChkBoxYes,SAMB_ptr,C992,-,,MoM\src\Settings.c:177,-,N/A
IMG_IC_SpellCharges,SAMB_ptr,C8BE,-,,MoM\src\ItemMake.c:221,-,N/A
IMG_MerchantBtns,SAMB_ptr,C9E6,-,,MoM\src\HIRE.c:131,-,N/A
IMG_OVL_BuildBtn_BG,SAMB_ptr,9548,-,,MoX\src\MOM_DAT.c:1827,-,N/A
IMG_OVL_Corruption,SAMB_ptr,CB68,-,,MoM\src\MainScr.c:595,-,N/A
IMG_OVL_EZ_AKeep,SAMB_ptr,CBCA,-,,MoM\src\MainScr.c:651,-,N/A
IMG_OVL_EZ_ATmpl,SAMB_ptr,CBC8,-,,MoM\src\MainScr.c:649,-,N/A
IMG_OVL_EZ_Cave,SAMB_ptr,CBC4,-,,MoM\src\MainScr.c:645,-,N/A
IMG_OVL_EZ_Dung,SAMB_ptr,CBC6,-,,MoM\src\MainScr.c:647,-,N/A
IMG_OVL_EZ_FTmpl,SAMB_ptr,CBD0,-,,MoM\src\MainScr.c:657,-,N/A
IMG_OVL_EZ_MLair,SAMB_ptr,CBCC,-,,MoM\src\MainScr.c:653,-,N/A
IMG_OVL_EZ_Ruins,SAMB_ptr,CBCE,-,,MoM\src\MainScr.c:655,-,N/A
IMG_OVL_Nightshade,SAMB_ptr,CB64,-,,MoM\src\MainScr.c:588,-,N/A
IMG_OVL_NoWall_City,SAMB_ptr,CBDA,-,,MoM\src\MainScr.c:671,-,N/A
IMG_OVL_TargetWizBG,SAMB_ptr,CA32,-,,MoM\src\Spells137.c:67,-,N/A
IMG_OVL_TrgtWizCncl,SAMB_ptr,CA2A,-,,MoM\src\Spells137.c:65,-,N/A
IMG_OVL_Walled_City,SAMB_ptr,CBD8,-,,MoM\src\MainScr.c:668,-,N/A
IMG_OVL_WildGame,SAMB_ptr,CB66,-,,MoM\src\MainScr.c:591,-,N/A
IMG_SBK_Anims,SAMB_ptr,CA32,-,,MoX\src\MOM_DAT.h:4717,-,N/A
IMG_SBK_PageText,SAMB_ptr,CA36,-,,MoX\src\MOM_DAT.h:4722,-,N/A
IMG_SBK_SliderBG,SAMB_ptr,CA26,-,,MoX\src\MOM_DAT.h:4695,-,N/A
IMG_SBK_SliderBar,SAMB_ptr,CA3E,-,,MoX\src\MOM_DAT.h:4728,-,N/A
IMG_Seg,SAMB_ptr,BFE4,-,,MoX\src\MOM_DAT.h:4311,-,N/A
IMG_USW_Portrt_Brdr,SAMB_ptr,979E,-,,MoX\src\MOM_DAT.c:2064,-,N/A
ITEM_PwrLabel_States,int16_t *,C8C6,-,,MoM\src\ItemMake.c:229,-,N/A
Intensity_Scale_Tbl,SAMB_ptr,E7FA,-,,MoX\src\Fonts.c:90,-,N/A
KD_prev_field_idx,int16_t,8240,-,0,MoX\src\Keyboard.c:20,-,N/A
LVLMAKE_pc_level_bottom,SAMB_ptr,C7A0,-,,MoM\src\LVLMAKE.c:143,-,N/A
LVLMAKE_pc_level_screen,SAMB_ptr,C7A2,-,,MoM\src\LVLMAKE.c:146,-,N/A
Label_Box_TextTops2,int16_t,-,2FD8,,-,MoM\src\NewGame.c:939,N/A
Label_Box_TitleTops2,int16_t,-,2FD2,,-,MoM\src\NewGame.c:937,N/A
MOUSE_Emu_X,int16_t,E89C,-,,MoX\src\Fields.c:385,-,N/A
MOUSE_Emu_Y,int16_t,E89A,-,,MoX\src\Fields.c:383,-,N/A
MOUSE_Usable,int16_t,78C0,-,ST_FALSE,MoX\src\Mouse.c:59,-,N/A
MSG_BldLost_Count,int8_t,9B42,-,,MoX\src\MOM_DAT.c:2335,-,N/A
MSG_CEsLost_Array,uint8_t,9C78,-,,MoX\src\MOM_DAT.c:2396,-,N/A
MSG_CEsLost_Count,int8_t,9C77,-,,MoX\src\MOM_DAT.c:2392,-,N/A
MSG_CityDeath_Array,uint8_t,9C4E,-,,MoX\src\MOM_DAT.c:2380,-,N/A
MSG_CityDeath_Count,int8_t,9C4D,-,,MoX\src\MOM_DAT.c:2376,-,N/A
MSG_CityGained_Array,int8_t,9ADC,-,,MoX\src\MOM_DAT.c:2314,-,N/A
MSG_CityGained_Count,int8_t,9ADB,-,,MoX\src\MOM_DAT.c:2310,-,N/A
MSG_CityGrowth_Array,uint8_t,9C39,-,,MoX\src\MOM_DAT.c:2372,-,N/A
MSG_CityGrowth_Count,int8_t,9C38,-,,MoX\src\MOM_DAT.h:3960,-,N/A
MSG_CityLost_Count,int8_t,99C2,-,,MoX\src\MOM_DAT.c:2302,-,N/A
MSG_CityLost_Names,char,99C3,-,,MoX\src\MOM_DAT.c:2306,-,N/A
MSG_GEs_Lost,int8_t,9C8C,-,,MoX\src\MOM_DAT.c:2400,-,N/A
MSG_UEsLost_Array,uint8_t,9C63,-,,MoX\src\MOM_DAT.c:2388,-,N/A
MSG_UEsLost_Count,int8_t,9C62,-,,MoX\src\MOM_DAT.c:2384,-,N/A
MSG_UnitKilled_Count,int8_t,9BE6,-,,MoX\src\MOM_DAT.c:2355,-,N/A
MSG_UnitLost_Count,int8_t,9B94,-,,MoX\src\MOM_DAT.c:2345,-,N/A
Map_Square_WorkArea,SAMB_ptr,CB60,-,,MoM\src\MainScr.h:113,-,N/A
MoX_DATA,in,953C,-,,MoM\src\HIRE.c:43,-,N/A
MoveDir_NextX_0,int16_t,70A0,-,,MoM\src\Combat.c:604,-,N/A
NEWG_Clicked_Race,int16_t,-,8EA4,,-,MoM\src\MAPGEN.c:76,N/A
NEWG_PickAttempt,int16_t,-,8D4E,,-,MoM\src\NewGame.c:1099,N/A
NEWG_PickError,int16_t,-,8D50,,-,MoM\src\NewGame.c:1101,N/A
NEWG_ProfileComplete,int16_t,-,8EA8,,-,MoM\src\NewGame.c:1249,N/A
OVL_Action_OriginX,int16_t,C5E0,-,,MoX\src\MOM_DAT.c:3339,-,N/A
OVL_Action_OriginY,int16_t,C5DE,-,,MoX\src\MOM_DAT.c:3335,-,N/A
OVL_Map_CenterX,int16_t,BD84,-,,MoX\src\MOM_DAT.h:4150,-,N/A
OVL_Map_CenterY,int16_t,BD82,-,,MoX\src\MOM_DAT.h:4147,-,N/A
OVL_SWardTriggered,int16_t,C5DC,-,,MoX\src\MOM_DAT.c:3330,-,N/A
RAM_MinKbytes,int16_t,E5CE,-,,MoX\src\MOM_DAT.c:3648,-,N/A
RNG_AI_Turn_Seed,uint32_t,5E92,-,0x2A57,MoM\src\NEXTTURN.c:81,-,N/A
RP_CMB_ProjectileFrame2,int16_t,7082,-,,MoM\src\Combat.c:554,-,N/A
RP_COL_NEWG_4Font,uint8_t,-,2E18,,-,MoM\src\NewGame.c:724,N/A
RP_COL_NEWG_4Shadow,uint8_t,-,2E10,,-,MoM\src\NewGame.c:720,N/A
RP_COL_NEWG_5Font2,uint8_t,-,2F23,,-,MoM\src\NewGame.c:848,N/A
RP_COL_NEWG_5Shadow2,uint8_t,-,2F1E,,-,MoM\src\NewGame.c:845,N/A
RP_COL_NEWG_Font2,uint8_t,-,2EBD,,-,MoM\src\NewGame.c:806,N/A
RP_COL_NEWG_Font3,uint8_t,-,2EC5,,-,MoM\src\NewGame.c:809,N/A
RP_COL_NEWG_Font4,uint8_t,-,2EF4,,-,MoM\src\NewGame.c:829,N/A
RP_COL_NEWG_FontShadow2,uint8_t,-,2EB5,,-,MoM\src\NewGame.c:804,N/A
RP_TBL_2pickRet_Lbls,int16_t,-,2F84,,-,MoM\src\NewGame.c:888,N/A
RP_TBL_Arcanian_Races_2,int16_t,-,2F02,,-,MoM\src\NewGame.c:839,N/A
RP_TBL_Myrran_Races_2,int16_t,-,2F14,,-,MoM\src\NewGame.c:842,N/A
Retn_Struct,byte_ptr,BFDC,-,,MoX\src\MOM_DAT.c:3057,-,N/A
SBK_Candidate_Page,int16_t,9448,-,,MoM\src\Spellbook.c:180,-,N/A
SBK_Descriptions,char *,C928,-,,MoM\src\Spellbook.h:407,-,N/A
SBK_Dogears,int16_t,C922,-,,MoM\src\Spellbook.c:323,-,N/A
SBK_Group_1_Count,int16_t,C920,-,,MoM\src\Spellbook.c:319,-,N/A
SBK_Group_2_Count,int16_t,C91E,-,,MoM\src\Spellbook.c:316,-,N/A
SBK_Group_3_Count,int16_t,C91C,-,,MoM\src\Spellbook.c:313,-,N/A
SBK_Group_4_Count,int16_t,C91A,-,,MoM\src\Spellbook.c:310,-,N/A
SBK_Group_5_Count,int16_t,C918,-,,MoM\src\Spellbook.c:307,-,N/A
SBK_Group_6_Count,int16_t,C916,-,,MoM\src\Spellbook.c:304,-,N/A
SBK_NewSpellAnim_Stg,int16_t,C8FC,-,,MoM\src\Spellbook.h:337,-,N/A
SBK_SomePageSaveVar,int16_t,944A,-,,MoM\src\Spellbook.c:185,-,N/A
SBK_Spell_Index,int16_t,CA16,-,,MoX\src\MOM_DAT.c:3474,-,N/A
SND_AIL_Digi_Driver,SAMB_ptr,E8F0,-,,MoX\src\SOUND.c:184,-,N/A
SND_AIL_MIDI_Driver,SAMB_ptr,E8F4,-,,MoX\src\SOUND.c:186,-,N/A
SND_CMB_Music,SAMB_ptr,C41C,-,,MoM\src\Combat.c:713,-,N/A
SND_CMB_Silence,SAMB_ptr,C41A,-,,MoM\src\Combat.c:709,-,N/A
SND_Digi_drvr_desc,drvr_desc *,E8F8,-,,MoX\src\SOUND.c:188,-,N/A
SND_Driver_Count,int16_t,82BD,-,0,MoX\src\SOUND.c:94,-,N/A
SND_GAME_Scream,SAMB_ptr,C5C6,-,,MoM\src\CONQUEST.c:165,-,N/A
SND_MIDI_drvr_desc,drvr_desc *,E8FC,-,,MoX\src\SOUND.c:190,-,N/A
SND_Music_Segment,SAMB_ptr,9390,-,,MoX\src\MOM_DAT.c:1489,-,N/A
SND_SpellCast,SAMB_ptr,9132,-,,MoX\src\MOM_DAT.c:1125,-,N/A
SND_Spell_Music,SAMB_ptr,9134,-,,MoX\src\MOM_DAT.h:3009,-,N/A
SND_tbank_suffix,char,E8CC,-,,MoX\src\SOUND.c:173,-,N/A
SPELLSCR_ENCHANT_seg,SAMB_ptr,CA3A,-,,MoM\src\Spells137.c:174,-,N/A
SPELLSCR_FLAMEFR1_seg,SAMB_ptr,CA3C,-,,MoM\src\Spells137.c:177,-,N/A
SPELLSCR_GLOBALMK_seg,SAMB_ptr,CA3E,-,,MoM\src\Spells137.c:180,-,N/A
Some_AI_Turn_Var_2,int16_t,8FC3,-,,MoX\src\MOM_DAT.c:924,-,N/A
Some_AI_Turn_Var_3,int16_t,8FC6,-,,MoX\src\MOM_DAT.c:929,-,N/A
Some_IC_Alloc_5,int16_t *,C8C0,-,,MoM\src\ItemMake.c:223,-,N/A
Spell_Index,int16_t,C3C8,-,,MoM\src\DIPLOMAC.c:470,-,N/A
TBL_2pickRetort_Lbls,int16_t,-,2F7A,,-,MoM\src\NewGame.c:884,N/A
TBL_AI_BLD_BaseWgts,int16_t,206C,-,,MoX\src\MOM_DAT.h:2484,-,N/A
TBL_AI_BLD_OBJWgts,int16_t,203A,-,,MoX\src\MOM_DAT.h:2481,-,N/A
TBL_AI_PRS_IDK_Mod,int16_t,1FC8,-,,MoX\src\MOM_DAT.c:424,-,N/A
TBL_AI_PRS_War_Mod,int16_t,1FDE,-,,MoX\src\MOM_DAT.h:2474,-,N/A
TBL_AI_Realm_OBJ,int16_t,-,3594,,-,MoM\src\INITGAME.c:34,N/A
TBL_AI_Realm_PRS,int16_t,-,354C,,-,MoM\src\INITGAME.c:32,N/A
TBL_Arcanian_Races,int16_t,-,2ED7,,-,MoM\src\NewGame.c:821,N/A
TBL_Bookshelf_Books,int16_t,-,8D52,,-,MoM\src\NewGame.c:1104,N/A
TBL_EVNT_OreNames,char *,4A34,-,,MoM\src\EVENTS.c:122,-,N/A
TBL_EZ_Indefinites,char *,4ACA,-,,MoM\src\Lair.c:108,-,N/A
TBL_EZ_Names,char *,4AB4,-,,MoM\src\Lair.c:92,-,N/A
TBL_Experience,int16_t,1D74,-,,MoX\src\MOM_DAT.c:305,-,N/A
TBL_HoF_RaceStrings,char,-,3C74,,-,MoM\src\SCORE.c:98,N/A
TBL_Myrran_Races,int16_t,-,2EEA,,-,MoM\src\NewGame.c:826,N/A
TBL_Premade_Items,SAMB_ptr,913A,-,,MoX\src\MOM_DAT.c:1145,-,N/A
TBL_Realm0_Books,int16_t,-,8D68,,-,MoM\src\NewGame.c:1107,N/A
TBL_Realm1_Books,int16_t,-,8D7E,,-,MoM\src\NewGame.c:1109,N/A
TBL_Realm2_Books,int16_t,-,8D94,,-,MoM\src\NewGame.c:1111,N/A
TBL_Realm3_Books,int16_t,-,8DAA,,-,MoM\src\NewGame.c:1113,N/A
TBL_Realm4_Books,int16_t,-,8DC0,,-,MoM\src\NewGame.c:1115,N/A
TBL_Realm_Order,int16_t,-,2FB2,,-,MoM\src\NewGame.c:917,N/A
TBL_Settings_Tops,int16_t,60E2,-,,MoM\src\Settings.c:65,-,N/A
TBL_Unrest,int8_t *,9CE0,-,,MoX\src\MOM_DAT.c:2638,-,N/A
TBL_Warp_GFX_Lines,int8_t,7034,-,,MoM\src\MainScr_Maps.c:220,-,N/A
TILE_River_Types,int16_t,-,3370,,-,MoM\src\MAPGEN.c:123,N/A
ULW_IDK_dim1,int16_t,C2D0,-,,MoM\src\UnitList.c:95,-,N/A
ULW_IDK_dim2,int16_t,C2CE,-,,MoM\src\UnitList.c:92,-,N/A
ULW_stack_fields,int16_t *,C2C8,-,,MoM\src\UnitList.c:83,-,N/A
UNIT_HealArray,SAMB_ptr,CA66,-,,MoM\src\NEXTTURN.c:117,-,N/A
USW_HeroLevels,char *,3F52,-,,MoM\src\UnitView.c:1129,-,N/A
USW_UnitLevels,char *,3F46,-,,MoM\src\UnitView.c:1118,-,N/A
UU_AI_TargetingVar,int16_t,D490,-,,out\build\MSVC-debug\_CPack_Packages\win64-Source\TGZ\ReMoM-0.0.1-Source\MoM\src\AIMOVE.c:106,-,N/A
UU_CityListDraw_ScannedHighlight,int16_t,C0BC,-,,MoX\src\MOM_DAT.c:3210,-,N/A
UU_CityScreen_Field,int16_t,BF88,-,,MoX\src\MOM_DAT.c:2964,-,N/A
UU_CityScreen_Field_Something,int16_t,BF94,-,,MoX\src\MOM_DAT.c:2983,-,N/A
UU_EMMData_PrevLvl,int16_t,E5EA,-,0,MoX\src\EMS\EMS.c:68,-,N/A
UU_IMG_NewG_OKBtn,SAMB_ptr,9490,-,,MoX\src\MOM_DAT.c:1646,-,N/A
UU_MainScreen_flag,int16_t,C084,-,,MoM\src\MainScr.c:314,-,N/A
UU_citylist_some_x,int16_t,C0B4,-,,MoX\src\MOM_DAT.c:3198,-,N/A
UU_citylist_some_y,int16_t,C0B2,-,,MoX\src\MOM_DAT.c:3196,-,N/A
UU_hunters_lodge_seg,SAMB_ptr,CB62,-,,MoM\src\MainScr.c:584,-,N/A
UU_selectbox,int16_t,CABE,-,,MoX\src\GENDRAW.c:215,-,N/A
UnitDraw_WorkArea,SAMB_ptr,9647,-,,MoX\src\MOM_DAT.c:1995,-,N/A
VGA_AA_Color_1,uint8_t,E811,-,,MoX\src\Fonts.c:106,-,N/A
VGA_AA_Color_2,uint8_t,E812,-,,MoX\src\Fonts.c:109,-,N/A
VGA_AA_Color_3,uint8_t,E813,-,,MoX\src\Fonts.c:112,-,N/A
VGA_Current_AA_Color,uint8_t,E810,-,,MoX\src\Fonts.c:103,-,N/A
WIZ_ManaPerTurn,int16_t,C90E,-,,MoM\src\Spellbook.h:356,-,N/A
WarpNode_SeedSave,uint32_t,7048,-,0x000F9F9B,MoM\src\MainScr_Maps.c:222,-,N/A
Warp_Node_WorkArea,SAMB_ptr,CB8E,-,,MoM\src\MainScr.c:621,-,N/A
Wiz5_Spell_28h,uint8_t *,8FA6,-,,MoX\src\MOM_DAT.c:885,-,N/A
Wiz5_Spell_3Ch,uint8_t *,8FA8,-,,MoX\src\MOM_DAT.c:887,-,N/A
Wiz5_Spell_50h,uint8_t *,8FA2,-,,MoX\src\MOM_DAT.c:881,-,N/A
Wiz5_Spell_64h,uint8_t *,8FA4,-,,MoX\src\MOM_DAT.c:883,-,N/A
World_Data,SAMB_ptr,9D20,-,,MoX\src\MOM_DAT.c:2654,-,N/A
World_Data_Extra,SAMB_ptr,9D1C,-,,MoX\src\MOM_DAT.c:2647,-,N/A
_VGAFILEH_seg,byte_ptr,E5F2,-,,MoX\src\EMS\EMS.h:84,-,N/A
_active_battle_unit,int16_t,C582,-,,MoM\src\Combat.h:1156,-,N/A
_active_stack_has_path,int16_t,C066,-,,MoX\src\MOM_DAT.h:4352,-,N/A
_active_stack_path_length,int16_t,C066,-,,MoM\src\MainScr.c:276,-,N/A
_ai_all_enemy_city_values,int16_t *,9126,-,,MoX\src\MOM_DAT.h:2982,-,N/A
_ai_all_enemy_garrison_strengths,int16_t *,9122,-,,MoX\src\MOM_DAT.h:2978,-,N/A
_ai_all_enemy_stack_count,int16_t,910A,-,,MoX\src\MOM_DAT.c:1038,-,N/A
_ai_all_own_city_values,int16_t *,9128,-,,MoX\src\MOM_DAT.h:2984,-,N/A
_ai_all_own_garrison_strengths,int16_t *,9124,-,,MoX\src\MOM_DAT.h:2980,-,N/A
_ai_all_own_stack_count,int16_t,910C,-,,MoX\src\MOM_DAT.c:1041,-,N/A
_ai_battlefield_city_walls,int16_t,C8B4,-,,MoM\src\Combat.c:95,-,N/A
_ai_disable_hero_melee_safety_check,int16_t,C8AE,-,,MoM\src\CMBTAI.c:46,-,N/A
_ai_ferry_count,int16_t,9096,-,,MoX\src\MOM_DAT.c:964,-,N/A
_ai_ferry_wp_array,int16_t,9098,-,,MoX\src\MOM_DAT.c:966,-,N/A
_ai_ferry_wx_array,int16_t,90D4,-,,MoX\src\MOM_DAT.c:970,-,N/A
_ai_ferry_wy_array,int16_t,90B6,-,,MoX\src\MOM_DAT.c:968,-,N/A
_ai_immobile_counter,int16_t,C8B0,-,,MoM\src\CMBTAI.c:50,-,N/A
_ai_landmass_dock_squares_heads,int16_t *,9D2A,-,,MoX\src\MOM_DAT.h:4084,-,N/A
_ai_landmass_dock_squares_lists,int16_t *,9D32,-,,MoX\src\MOM_DAT.c:2727,-,N/A
_ai_landmass_dock_squares_wx_array,int8_t *,9D42,-,,MoX\src\MOM_DAT.c:2731,-,N/A
_ai_landmass_dock_squares_wy_array,int8_t *,9D3A,-,,MoX\src\MOM_DAT.c:2729,-,N/A
_ai_landmass_enemy_strengths,int16_t *,90FE,-,,MoX\src\MOM_DAT.h:2946,-,N/A
_ai_landmass_land_squares_heads,int16_t *,9EA0,-,,MoX\src\MOM_DAT.h:4106,-,N/A
_ai_landmass_land_squares_lists,int16_t *,9EA8,-,,MoX\src\MOM_DAT.h:4108,-,N/A
_ai_landmass_land_squares_wx_array,int8_t *,9EB8,-,,MoX\src\MOM_DAT.c:2810,-,N/A
_ai_landmass_land_squares_wy_array,int8_t *,9EB0,-,,MoX\src\MOM_DAT.c:2808,-,N/A
_ai_landmass_own_strengths,int16_t *,9102,-,,MoX\src\MOM_DAT.h:2949,-,N/A
_ai_landmass_settler_targets,uint8_t *,8FAC,-,,MoX\src\MOM_DAT.h:2877,-,N/A
_ai_landmass_settler_targets_wx_array,uint8_t *,8F9E,-,,MoX\src\MOM_DAT.c:879,-,N/A
_ai_landmass_settler_targets_wy_array,uint8_t *,8F9A,-,,MoX\src\MOM_DAT.c:877,-,N/A
_ai_landmass_strength_ratios,int16_t *,90F2,-,,MoX\src\MOM_DAT.h:2931,-,N/A
_ai_landmass_war_targets,int16_t *,8FB0,-,,MoX\src\MOM_DAT.h:2879,-,N/A
_ai_move_path_idx,int16_t,6F76,-,ST_UNDEFINED,MoM\src\UnitMove.c:48,-,N/A
_ai_own_stack_count,int16_t,9D4A,-,,MoX\src\MOM_DAT.h:4092,-,N/A
_ai_own_stack_type,SAMB_ptr,9E90,-,,MoX\src\MOM_DAT.h:4098,-,N/A
_ai_own_stack_unit_count,SAMB_ptr,9E8C,-,,MoX\src\MOM_DAT.h:4096,-,N/A
_ai_own_stack_unit_list,int16_t *,9D4C,-,,MoX\src\MOM_DAT.h:4094,-,N/A
_ai_own_stack_wp,SAMB_ptr,9E94,-,,MoX\src\MOM_DAT.h:4100,-,N/A
_ai_own_stack_wx,SAMB_ptr,9E9C,-,,MoX\src\MOM_DAT.h:4104,-,N/A
_ai_own_stack_wy,SAMB_ptr,9E98,-,,MoX\src\MOM_DAT.h:4102,-,N/A
_ai_reevaluate_continents_countdown,uint8_t *,8FAA,-,,MoX\src\MOM_DAT.c:889,-,N/A
_ai_stay_in_city,int16_t,C8B2,-,,MoM\src\Combat.c:93,-,N/A
_ai_targets_count,int16_t,9090,-,,MoX\src\MOM_DAT.c:954,-,N/A
_ai_targets_strength,int16_t,8FFA,-,,MoX\src\MOM_DAT.c:948,-,N/A
_ai_targets_value,int16_t,8FC8,-,,MoX\src\MOM_DAT.h:2906,-,N/A
_ai_targets_wx,int16_t,905E,-,,MoX\src\MOM_DAT.c:952,-,N/A
_ai_targets_wy,int16_t,902C,-,,MoX\src\MOM_DAT.c:950,-,N/A
_armies_button,int16_t,C07A,-,,MoM\src\MainScr.c:305,-,N/A
_auto_combat_flag,int16_t,C432,-,,MoM\src\Combat.c:758,-,N/A
_battlefield_leadership,int16_t *,C896,-,,MoM\src\Combat.c:1088,-,N/A
_ce_bldg_idx,int16_t,CA52,-,,MoX\src\MOM_DAT.h:4765,-,N/A
_cities_button,int16_t,C078,-,,MoM\src\MainScr.c:303,-,N/A
_city_enchantment_names,char *,1EE4,-,,MoX\src\MOM_DAT.c:362,-,N/A
_city_idx,int16_t,9644,-,,MoX\src\MOM_DAT.c:1990,-,N/A
_city_size_names,char *,0154,-,,MoX\src\MOM_DAT.c:288,-,N/A
_cmbt_auto_button_seg,SAMB_ptr,C57A,-,,MoM\src\Combat.c:909,-,N/A
_cmbt_cancel_button_seg,SAMB_ptr,C422,-,,MoM\src\Combat.c:724,-,N/A
_cmbt_done_button_seg,SAMB_ptr,C57C,-,,MoM\src\Combat.c:911,-,N/A
_cmbt_flee_button_seg,SAMB_ptr,C578,-,,MoM\src\Combat.c:907,-,N/A
_cmbt_info_button_seg,SAMB_ptr,C575,-,,MoM\src\Combat.c:903,-,N/A
_cmbt_lock_auto_button_seg,SAMB_ptr,C428,-,,MoM\src\Combat.c:731,-,N/A
_cmbt_lock_done_button_seg,SAMB_ptr,C42A,-,,MoM\src\Combat.c:733,-,N/A
_cmbt_lock_flee_button_seg,SAMB_ptr,C426,-,,MoM\src\Combat.c:729,-,N/A
_cmbt_lock_info_button_seg,SAMB_ptr,C424,-,,MoM\src\Combat.c:727,-,N/A
_cmbt_lock_spell_button_seg,SAMB_ptr,C42E,-,,MoM\src\Combat.c:737,-,N/A
_cmbt_lock_wait_button_seg,SAMB_ptr,C42C,-,,MoM\src\Combat.c:735,-,N/A
_cmbt_movepath_cost_map,uint8_t *,D148,-,,MoM\src\Combat.h:1305,-,N/A
_cmbt_mvpth_c,uint8_t *,D146,-,,MoM\src\Combat.h:1302,-,N/A
_cmbt_mvpth_x,uint8_t *,D140,-,,MoM\src\Combat.c:1272,-,N/A
_cmbt_mvpth_y,uint8_t *,D13C,-,,MoM\src\Combat.c:1268,-,N/A
_cmbt_path_data,int16_t *,D144,-,,MoM\src\Combat.h:1294,-,N/A
_cmbt_spell_button_seg,SAMB_ptr,C580,-,,MoM\src\Combat.c:915,-,N/A
_cmbt_wait_button_seg,SAMB_ptr,C57E,-,,MoM\src\Combat.c:913,-,N/A
_combat_attacker_player,int16_t,C586,-,,MoM\src\Combat.h:1162,-,N/A
_combat_caster_idx,uint16_t,C8AC,-,,MoM\src\Combat.c:1103,-,N/A
_combat_city_damage,int16_t,C418,-,,MoM\src\Combat.h:1131,-,N/A
_combat_city_name,char,C40A,-,,MoM\src\Combat.c:685,-,N/A
_combat_defender_player,int16_t,C584,-,,MoM\src\Combat.h:1159,-,N/A
_combat_environ,int16_t,9284,-,,MoX\src\MOM_DAT.h:3096,-,N/A
_combat_house_picts_segs,SAMB_ptr,D11C,-,,MoM\src\Combat.c:1255,-,N/A
_combat_info_effect_icon_segs,SAMB_ptr,C58C,-,,MoM\src\Combat.c:964,-,N/A
_combat_info_item_count,int16_t,C7C4,-,,MoM\src\Combat.c:1038,-,N/A
_combat_info_wnd_bot_seg,SAMB_ptr,C7BA,-,,MoM\src\Combat.c:1024,-,N/A
_combat_info_wnd_box_seg,SAMB_ptr,C7B7,-,,MoM\src\Combat.c:1019,-,N/A
_combat_info_wnd_mid_seg,SAMB_ptr,C7BC,-,,MoM\src\Combat.c:1026,-,N/A
_combat_info_wnd_start_x,int16_t,C7E6,-,,MoM\src\Combat.c:1049,-,N/A
_combat_info_wnd_start_y,int16_t,C7E4,-,,MoM\src\Combat.c:1047,-,N/A
_combat_info_wnd_top_seg,SAMB_ptr,C7BE,-,,MoM\src\Combat.c:1028,-,N/A
_combat_node_type,int16_t,C7C2,-,,MoM\src\Combat.c:1034,-,N/A
_combat_results_scroll_bottom_seg,SAMB_ptr,946E,-,,MoX\src\MOM_DAT.c:1613,-,N/A
_combat_spell_target_type,int16_t,C8A6,-,,MoM\src\Combat.c:1097,-,N/A
_combat_structure,int16_t,C520,-,,MoM\src\Spellbook.c:43,-,N/A
_combat_terrain_pict_segs,SAMB_ptr,939A,-,,MoX\src\MOM_DAT.h:3259,-,N/A
_combat_total_battle_effect_count,int16_t,C7C6,-,,MoM\src\Combat.c:1041,-,N/A
_combat_total_unit_count,int16_t,C588,-,,MoM\src\Combat.c:947,-,N/A
_combat_turn,int16_t,C51C,-,,MoM\src\Combat.c:832,-,N/A
_combat_winner,int16_t,C972,-,,MoM\src\Combat.c:1110,-,N/A
_combat_wp,int16_t,C47C,-,,MoM\src\Combat.h:1141,-,N/A
_combat_wx,int16_t,C480,-,,MoM\src\Combat.h:1147,-,N/A
_combat_wy,int16_t,C47E,-,,MoM\src\Combat.h:1144,-,N/A
_computer_player_city_seige,int16_t,C408,-,,MoM\src\Combat.c:682,-,N/A
_computer_player_did_flee,int16_t,924A,-,,MoX\src\MOM_DAT.c:1206,-,N/A
_continue_button,int16_t,-,52EC,,-,MoM\src\MainMenu.c:113,N/A
_cp_hostile_opponent_count,int16_t,911A,-,,MoX\src\MOM_DAT.c:1047,-,N/A
_cp_hostile_opponents,int16_t,910E,-,,MoX\src\MOM_DAT.c:1044,-,N/A
_credit_num,int16_t,-,38D8,0,-,MoM\src\CREDITS.c:30,N/A
_credits_pict_seg,SAMB_ptr,-,948C,,-,MoM\src\CREDITS.c:228,N/A
_credits_timer,int16_t,-,38DC,0,-,MoM\src\CREDITS.c:36,N/A
_credits_y,int16_t,-,38DA,0,-,MoM\src\CREDITS.c:34,N/A
_defender_sees_illusions,int16_t,C41E,-,,MoM\src\CMBTAI.c:36,-,N/A
_done_button,int16_t,C06A,-,,MoM\src\MainScr.c:289,-,N/A
_draw_expanding_box,int16_t,CA8E,-,,MoX\src\GENDRAW.c:177,-,N/A
